counter,name,function_name,real_parameter,typical_parameter,returns_value,file_name,start_row,start_column,end_row,end_column,
1,read,NAMED,0,0,false,./src/init/resources/winston-master/winston-master/lib/winston/tail-file.js,57,4,116,9,
2,inner,NAMED,0,0,false,./src/init/resources/winston-master/winston-master/test/helpers/index.js,151,2,163,7,
